geo_accession,hsa-miR-1307-3p,hsa-miR-4783-3p,hsa-miR-8073,hsa-miR-4532,hsa-miR-6787-5p,hsa-miR-6861-5p,hsa-miR-1233-5p,hsa-miR-4675,hsa-miR-92a-2-5p,hsa-miR-6756-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-4758-5p,hsa-miR-6802-5p,hsa-miR-6769a-5p,hsa-miR-4419b,hsa-miR-6784-5p,hsa-miR-4428,hsa-miR-342-5p,hsa-miR-885-3p,hsa-miR-8059,hsa-miR-1238-5p,hsa-miR-3156-5p,hsa-miR-4727-3p,hsa-miR-663a,hsa-miR-320a,hsa-miR-191-5p,hsa-miR-4646-5p,hsa-miR-1246,hsa-miR-4299,hsa-miR-4515,hsa-miR-197-5p,hsa-miR-6073,hsa-miR-4730,hsa-miR-6717-5p,hsa-miR-614,hsa-miR-6816-5p,hsa-miR-6858-5p,hsa-miR-211-3p,hsa-miR-6131,hsa-miR-6887-5p,hsa-miR-3682-3p,hsa-miR-6839-5p,hsa-miR-23b-3p,hsa-miR-642b-3p,hsa-miR-320b,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-6822-5p,hsa-miR-654-5p,hsa-miR-4498,hsa-miR-4514,hsa-miR-4734,hsa-miR-4261,hsa-miR-17-3p,hsa-miR-6729-5p,hsa-miR-4317,hsa-miR-3652,hsa-miR-4732-5p,hsa-miR-146a-5p,hsa-miR-6757-5p,hsa-miR-320e,hsa-miR-4489,hsa-miR-7847-3p,hsa-miR-3934-5p,hsa-miR-4700-5p,hsa-miR-4298,hsa-miR-23a-3p,hsa-miR-8060,hsa-miR-6742-5p,hsa-miR-483-5p,hsa-miR-15b-5p,hsa-miR-3137,hsa-miR-3151-5p,hsa-miR-4538,hsa-miR-320d,hsa-miR-6748-5p,hsa-miR-3617-5p,hsa-miR-6760-5p,hsa-miR-1343-3p,hsa-miR-4652-5p,hsa-miR-3605-5p,hsa-miR-25-3p,hsa-miR-4436b-3p,hsa-miR-320c,hsa-miR-4300,hsa-miR-140-3p,hsa-miR-4259,hsa-miR-221-3p,hsa-miR-423-3p,hsa-miR-185-5p,hsa-miR-15a-5p,hsa-miR-505-5p,hsa-miR-6728-5p,hsa-miR-222-3p,hsa-miR-4690-5p,hsa-miR-22-3p,hsa-miR-1247-3p,hsa-miR-126-3p,breast cancer
1878558,4.630894,4.90218,4.142113,11.23502,7.740335,6.724529,11.27882,6.785945,9.228925,8.250256,11.81911,4.91299,8.46678,7.977783,5.838135,5.682288,12.59326,3.643804,3.915576,4.022597,7.24874,5.779985,5.393775,3.155894,10.27201,4.352261,3.155894,3.489213,3.155894,3.155894,3.155894,7.176858,3.155894,10.05041,4.507989,6.789031,10.59682,8.23658,5.853306,5.61504,6.08369,3.155894,3.155894,3.155894,9.05404,3.404893,3.155894,3.155894,3.155894,3.761508,3.155894,3.917812,3.155894,12.22557,3.155894,3.155894,13.06924,3.155894,5.44308,5.70592,3.155894,7.152627,3.574022,3.155894,6.918231,3.155894,3.155894,6.409609,3.155894,3.155894,4.220244,4.155066,3.155894,3.155894,3.56458,3.155894,3.155894,3.935208,3.155894,4.258986,5.70304,3.155894,3.155894,3.155894,4.76848,4.604151,3.155894,3.155894,3.155894,3.155894,3.155894,6.150093,4.322139,3.155894,4.452042,3.155894,5.442169,3.155894,5.482972,3.155894,0
1878559,4.746615,5.206916,5.232953,11.00638,7.722347,7.11604,10.67581,6.851961,9.141126,8.261407,11.7148,5.458032,8.370952,8.279946,6.383831,5.989667,12.56093,2.770427,4.195252,3.13026,7.42354,5.821052,3.330356,4.821473,10.27879,5.708635,2.770427,4.812333,2.770427,2.770427,2.979688,7.192276,2.770427,9.927079,4.666941,7.762305,10.89599,7.926902,6.406561,5.33393,6.339792,3.189555,5.047462,3.060542,8.760064,4.955875,2.770427,2.770427,2.770427,4.761867,3.690006,4.154683,2.770427,12.14063,2.770427,2.770427,13.05602,2.770427,5.687389,3.25652,3.538612,7.448271,2.770427,3.559122,6.864564,2.770427,2.770427,6.808887,3.805289,2.770427,4.79318,5.177587,2.770427,2.770427,4.849272,2.770427,2.891021,4.987568,3.734174,3.978475,6.039988,3.368119,3.743363,2.965224,2.770427,4.825302,2.770427,2.770427,2.770427,2.770427,4.098332,3.549565,2.770427,2.770427,2.770427,2.770427,5.601989,2.770427,5.577747,2.770427,0
1878561,4.892004,5.000478,5.417487,11.28983,8.40223,7.331192,11.23297,7.086763,9.362631,8.56665,11.82009,5.800523,8.835025,8.519686,6.490117,6.678798,12.63269,4.403908,4.894259,5.253562,8.141649,5.611888,4.312489,5.278108,9.885317,4.516111,1.454962,4.616518,2.347354,3.584334,1.696803,7.285298,1.454962,9.797003,6.860188,7.343829,10.47711,7.879336,5.893662,7.561977,7.208562,3.409848,2.459865,1.557974,9.068433,4.614376,1.454962,1.454962,1.454962,4.316567,4.260539,4.478925,2.489008,12.20163,1.689349,1.454962,13.09711,2.175029,5.903382,4.493125,1.454962,7.651646,3.279315,3.968712,7.244364,3.717719,1.967264,6.670253,3.364722,1.454962,4.852924,5.25299,1.454962,1.454962,5.04566,4.198409,1.454962,5.089412,1.454962,3.615919,6.485985,2.751704,3.153755,3.114133,1.950814,3.183994,2.969168,1.454962,3.749334,1.454962,3.118582,2.420545,2.491913,3.687016,3.07715,3.573928,6.340747,2.81286,5.886104,1.454962,0
1878562,5.263071,4.877007,4.72739,11.15902,7.911902,6.391769,11.16962,7.09888,9.520592,8.119145,12.17939,4.805331,8.584554,7.783391,5.680059,5.317548,12.49069,3.66941,3.124554,4.282993,7.101235,5.462931,3.236448,2.969353,10.28537,4.386623,1.558875,3.760831,1.075929,1.732434,1.764001,6.564453,1.075929,10.08529,4.384479,6.123487,10.62014,7.877541,5.859824,5.210921,6.157732,3.009037,3.22505,2.584556,9.339217,3.872118,1.190167,1.075929,1.075929,3.882804,1.075929,4.029328,1.075929,12.06471,1.075929,1.075929,13.13265,1.075929,5.476445,3.272643,1.075929,7.201357,1.328708,3.077229,6.789202,2.973766,1.884037,6.154413,2.755737,1.429123,4.52283,4.743587,1.666299,1.075929,4.425119,2.418911,1.075929,3.860815,1.075929,3.207266,5.476344,1.075929,1.872066,2.749656,1.943259,3.175684,2.269304,1.813639,2.551391,1.075929,1.075929,2.499137,1.075929,1.832558,2.066924,1.075929,5.365941,2.656178,5.426991,1.075929,0
1878563,5.743887,4.564856,5.024363,10.95318,7.788964,6.651953,10.90794,7.160446,9.46722,8.131817,12.05596,4.98375,8.519696,7.711468,5.841591,5.360777,12.43888,4.317695,3.216608,3.694743,7.460252,5.710899,1.521708,2.907354,10.04246,4.015176,1.521708,4.195721,1.521708,2.064804,2.367927,6.910068,1.521708,9.707806,4.615551,6.662712,10.44861,7.962021,5.751879,5.272139,6.259617,1.970389,3.179654,2.739903,9.164665,2.855612,1.521708,1.521708,1.521708,4.112141,2.347638,4.315754,1.521708,12.0782,1.722183,1.521708,12.83641,1.521708,5.353793,3.512614,2.871269,7.079185,1.521708,3.010012,7.041971,3.098242,1.521708,6.478335,1.685869,2.066118,4.696227,4.534229,1.521708,2.600433,4.556685,2.675113,1.521708,3.904287,1.521708,3.210589,5.491088,1.521708,2.013355,2.135483,1.521708,1.984668,1.993697,1.521708,2.663179,1.521708,1.772651,1.521708,1.521708,2.380209,2.214327,1.521708,5.344478,1.876735,6.188032,1.521708,0
1878564,4.840021,5.265279,5.951349,11.58971,7.878371,6.850015,11.21356,7.914663,8.867214,8.307557,12.12786,5.083276,8.749739,8.323975,6.692986,5.603706,12.22916,3.75399,3.691244,4.737517,7.817811,6.29576,3.936208,4.058039,11.32876,3.978799,3.253665,5.172499,3.031621,3.653811,4.149216,6.818364,3.031621,9.970021,3.735335,7.395007,10.54405,8.652116,7.236321,5.568573,6.876679,4.018614,4.938525,3.031621,9.292122,3.639542,3.240998,3.031621,3.031621,4.960442,3.031621,4.182394,3.031621,12.37127,3.031621,3.964508,13.06503,3.031621,5.957313,3.031621,3.031621,8.427026,3.031621,4.27425,7.727001,3.763787,3.031621,7.039375,3.287856,3.529576,4.481108,5.399814,3.031621,3.59958,5.37078,3.156979,3.031621,5.004982,3.031621,4.160316,5.855429,3.570033,3.883062,3.031621,3.031621,3.30012,3.031621,3.031621,3.664559,3.031621,3.215122,3.031621,3.031621,3.612083,3.031621,3.154574,5.959758,3.031621,6.119518,3.031621,0
1878565,4.883238,5.327912,5.180357,11.06319,7.72726,6.998976,10.67422,7.004367,8.677625,8.3282,11.7798,5.243584,8.584324,8.029164,6.180162,5.996867,12.65025,3.453081,4.173322,4.431137,7.702421,5.541652,3.793589,2.750942,10.46374,5.722536,3.650689,4.310999,2.750942,2.891857,3.230814,7.367783,2.750942,9.657233,5.081732,7.275469,10.62137,8.38518,6.242475,5.972412,6.278119,2.940093,4.144452,3.642109,8.605129,5.172457,2.750942,2.750942,2.750942,4.118101,3.365793,4.571834,2.750942,12.17116,2.956644,2.750942,12.88451,2.750942,5.489594,4.750068,3.183366,7.193198,2.750942,3.778615,6.427544,3.117897,2.750942,6.241832,2.750942,2.945858,4.595476,5.029251,2.750942,3.519354,4.73,2.750942,2.750942,4.022365,2.750942,4.092091,5.558389,2.750942,2.750942,2.750942,2.750942,3.948513,2.750942,2.750942,4.280401,3.052665,3.013282,3.789685,2.8876,2.750942,2.750942,3.310077,5.987629,3.782268,5.544201,3.153903,0
1878566,4.723726,4.891703,5.009735,10.69892,7.776884,6.562528,10.867,6.225223,9.199155,8.328306,11.85414,4.957528,8.343625,7.551674,5.803457,5.708665,12.79075,4.557131,3.341579,4.235296,7.674911,5.636491,3.860743,3.403013,9.826766,4.175585,3.381871,3.716986,5.033254,3.121295,2.472124,7.482159,3.1653,9.685765,5.04985,6.754988,10.55842,8.068108,5.402788,8.501688,6.151892,3.365647,3.334889,2.579817,8.477328,3.585717,1.310801,1.599468,0.6491007,4.105284,2.203644,4.234865,2.100668,12.06288,1.655903,2.069847,12.88981,0.691412,5.123026,4.730835,2.312968,6.42929,1.839274,3.477602,6.576351,3.675741,1.067774,6.084374,1.774805,2.809206,4.315929,4.475488,2.279094,0.499546,4.370745,2.400963,2.651472,4.067601,1.356519,2.813767,5.564557,0.8207428,1.999481,2.228246,0.3811907,3.031154,1.950608,2.085112,3.523507,1.579647,0.3811907,2.339955,0.3811907,2.618155,0.3811907,0.3811907,5.677812,2.657122,5.844861,0.3811907,0
1878567,5.217746,4.89505,4.970792,10.61417,7.648432,6.475061,10.67567,6.442407,9.214885,7.916775,11.94188,4.882748,8.257146,7.726404,5.843602,5.40719,12.77761,3.948876,2.90486,3.88402,7.052333,5.414103,2.891815,2.574268,9.967066,3.781423,0.5813907,3.684025,1.713256,2.099171,2.149198,7.310877,1.413334,9.695818,4.377294,5.846076,10.5752,7.977544,5.336699,6.220413,5.816434,3.078505,2.864835,0.5813907,8.394515,3.266053,0.5813907,0.5813907,0.5813907,3.617029,2.1144,4.432821,0.5813907,11.74339,1.805346,0.5813907,12.61779,0.5813907,5.2662,4.160509,0.5813907,6.757354,0.5813907,3.462571,6.53425,2.728878,0.5813907,6.201311,1.838701,2.830222,4.472064,5.056705,0.5813907,0.5813907,4.499608,1.785048,2.430089,3.783959,0.5813907,2.51247,5.262442,0.7546518,0.5813907,1.561255,1.008781,2.061116,1.461764,0.5813907,2.964861,0.5813907,1.651444,1.876239,0.5813907,0.8111755,0.5813907,0.5813907,6.103456,0.5813907,5.795928,0.5813907,0
1878569,5.406168,4.933841,4.286625,10.73446,8.00871,7.154109,10.94248,7.099521,8.814483,8.61393,11.80379,5.578068,8.658437,8.141031,5.963236,5.286026,12.487,4.648523,5.280177,4.514813,9.153955,5.189565,2.363925,3.93507,9.969203,4.720803,2.363925,5.376801,2.363925,2.363925,2.580637,7.028352,2.363925,9.727036,4.938285,8.369909,10.48887,7.990435,5.667618,6.631387,6.572339,3.129995,3.920448,3.416344,8.582226,3.503339,2.363925,2.363925,2.363925,3.400828,2.363925,4.470586,2.363925,11.9285,3.468707,3.095217,12.8237,2.363925,5.693856,3.799453,2.363925,7.493647,2.363925,2.931474,6.981868,3.593839,2.363925,6.46186,2.363925,2.363925,4.153285,5.513469,2.363925,2.363925,4.713371,3.539137,3.301199,4.117369,2.363925,3.701426,5.979749,2.363925,2.363925,2.363925,2.363925,2.852776,2.363925,2.363925,3.690897,2.363925,2.363925,3.162649,2.363925,2.972953,2.363925,2.363925,6.133416,3.594842,6.106202,2.363925,0
1878570,6.118226,4.925232,5.344659,10.57453,8.165826,7.207328,10.86959,6.59965,9.229571,8.374524,11.74285,5.242426,8.395464,7.791747,5.822876,6.03596,12.50742,4.640525,3.582856,4.756625,8.086857,5.662232,3.079344,4.205245,10.03915,5.103153,1.255946,4.318851,2.991391,2.679455,2.007141,7.396913,0.2328057,9.496465,6.500771,7.10486,10.55665,8.269027,5.234931,5.959586,6.38246,3.322084,4.477731,3.053167,8.524109,4.584252,2.476543,0.8552119,1.417345,4.137383,2.828493,4.399323,0.2328057,12.14871,1.090098,0.2328057,13.06693,2.152882,5.697615,4.37841,1.877526,7.265509,2.793301,4.523103,6.737184,3.770914,2.626517,6.186265,2.346549,1.780728,4.319773,4.984277,3.0632,2.012319,4.383912,2.072999,3.647318,4.487331,1.926871,4.112971,5.586752,3.34973,0.2328057,0.2328057,0.2328057,3.556279,3.130903,0.9814603,3.06887,2.387669,0.2328057,3.020297,0.2328057,3.198096,0.665443,1.900364,6.340041,2.164306,6.242512,2.342402,0
1878571,5.06166,5.066996,5.268169,10.90267,7.928449,6.654947,10.67838,6.687537,9.359841,8.653679,11.78289,4.865808,8.283939,7.73722,5.779425,5.547359,12.41584,3.954315,3.872683,4.392842,7.437958,5.374311,1.133367,4.063251,10.06875,3.880227,1.133367,4.126539,1.133367,1.809693,1.971701,6.794645,1.133367,9.595676,5.064334,6.51545,10.50192,8.099322,1.133367,5.237178,6.043368,1.133367,4.04104,2.240378,8.547076,3.319846,1.93129,2.197117,3.483643,3.204548,1.366773,4.302768,1.133367,12.2676,2.246979,1.644669,12.98577,1.133367,5.405186,3.434475,1.133367,7.375893,1.133367,3.207115,6.944689,1.265819,2.035827,6.424238,1.133367,2.494004,4.108065,4.925509,1.133367,1.713175,4.246426,1.728213,1.359126,4.594707,1.133367,2.90016,5.636628,3.24392,1.351635,1.133367,2.221648,1.797654,2.165392,1.133367,2.414549,1.133367,2.473879,2.71861,1.133367,2.576694,1.133367,1.133367,5.965477,2.747341,5.971904,1.133367,0
1878572,5.620732,4.906587,5.348783,10.76584,7.857517,7.037899,10.88759,6.713961,9.678489,8.373786,11.8484,5.262824,8.487422,8.087076,6.257329,5.54278,12.58004,4.250834,4.55022,4.031569,8.196334,5.695874,3.162504,3.713492,9.947295,4.555469,1.954506,4.494311,0.8543836,3.099484,2.508776,6.930615,0.8543836,9.381523,5.436223,7.158418,10.61813,7.86856,5.868201,5.563077,6.431937,2.460363,5.071587,2.296363,8.796238,3.547614,0.8543836,3.513436,0.8543836,4.114664,2.600259,4.562447,0.8543836,12.3071,1.437542,0.8543836,12.95014,0.8543836,6.602921,4.170932,2.495347,7.517754,0.8543836,4.18222,7.091427,2.245282,0.8543836,6.287497,3.076214,1.449971,4.620289,5.267902,0.8543836,2.089288,5.011182,2.670401,2.393988,4.34834,0.8543836,3.839751,5.863952,0.8543836,0.8543836,0.8543836,0.8543836,1.938934,2.441401,0.8543836,2.703161,0.8543836,2.269015,1.766641,0.8543836,2.674741,1.326668,0.8543836,5.656793,3.132123,6.037223,0.8543836,0
1878573,4.708099,4.488227,4.812134,10.88189,8.096251,6.294565,10.6142,6.911634,9.68576,7.965595,12.23401,4.719769,8.449003,7.908085,5.908055,5.371482,12.36358,3.497881,2.804484,3.506666,7.477152,5.198434,1.475307,2.703911,10.41274,3.530751,1.360244,4.122319,0.3238553,1.570288,2.467207,6.647509,0.3238553,10.15707,2.249075,6.077501,10.45191,7.812862,6.362264,5.123376,6.225244,2.290554,3.138704,2.885884,8.750179,1.8384,0.3238553,0.3238553,0.3238553,3.743244,2.244732,3.434403,0.3238553,11.9754,1.304455,0.3238553,12.75875,0.3238553,4.867735,3.918561,0.896652,7.745409,0.3238553,3.119416,6.727978,1.931528,0.44002,6.246796,2.480408,1.60149,4.192257,4.70078,1.96468,1.134338,4.218263,1.692273,0.3238553,3.553905,1.120248,3.144525,5.296794,0.3238553,0.5115024,0.7897213,0.3238553,0.8196716,0.3238553,0.3238553,3.546686,0.3238553,1.925765,1.550139,0.3238553,1.18489,0.3238553,0.3238553,5.126187,0.3238553,5.255811,0.3238553,0
1878574,4.920581,4.963086,5.089963,10.80801,8.036703,6.596935,10.50783,6.680369,9.940504,8.06003,12.03701,5.144773,8.470701,7.853671,5.91567,5.633358,12.50881,4.40571,4.174224,4.179926,7.728183,5.198882,2.685783,2.596106,9.977727,4.266256,0.8625759,3.848768,1.413922,2.023599,2.253803,7.354019,2.217015,9.986547,4.857453,6.75795,10.36767,8.054959,5.893907,6.497257,6.125358,3.299295,4.267704,2.531888,8.59921,3.156862,0.8625759,0.8625759,0.8625759,3.720105,1.833308,4.275972,0.8625759,12.14396,2.444965,2.248163,13.00261,0.8625759,5.002273,4.033456,0.8625759,6.795627,0.8625759,3.705308,6.816988,2.884113,2.477411,6.59584,1.709837,2.435898,4.511507,4.833664,0.8625759,1.281778,4.501215,2.789972,0.8625759,3.98055,1.846627,3.328449,5.677828,0.8625759,1.154974,1.929242,0.8625759,2.51199,2.88309,1.628438,3.484614,1.0595,0.8625759,2.505803,0.8625759,1.269828,2.736418,0.8625759,5.729639,1.976718,5.444187,0.8625759,0
1878575,5.230059,4.823825,5.214797,11.06742,7.951933,6.520734,10.7689,7.06632,9.620137,8.452043,12.06036,4.945965,8.35932,7.941352,6.180668,5.456924,12.11275,3.70048,3.362623,4.098036,7.296921,5.287003,2.476159,3.327873,10.39254,3.730125,1.109902,4.1805,1.109902,1.109902,2.343505,6.87754,1.109902,9.760231,3.924894,6.046458,10.26451,8.011318,6.299436,4.916226,6.038597,2.527629,3.983137,2.988216,8.754659,3.070362,1.109902,1.839798,1.109902,3.535923,2.168848,3.899366,1.109902,12.02868,1.427323,1.109902,12.81805,1.821011,5.47623,4.005516,1.751593,7.777653,1.109902,3.800996,6.436056,2.009207,1.998592,6.141013,3.168387,3.186998,4.643032,4.902897,2.324984,2.512386,4.417935,2.414537,1.109902,4.231858,1.109902,3.918451,5.60853,1.214858,1.866789,2.102772,1.109902,1.532858,1.35775,1.109902,2.971487,1.820633,1.109902,1.832672,1.109902,2.170963,1.411813,1.398539,5.900325,1.109902,5.79078,1.109902,0
1878576,5.533064,5.260865,5.368436,10.91412,8.020511,7.209995,10.80629,6.838745,9.702411,8.404049,11.79796,5.405367,8.51205,7.97158,6.148877,6.10575,12.53662,4.818077,4.370601,4.423047,7.824415,5.581841,3.554302,4.361396,10.31155,4.701228,2.804874,4.426101,2.558566,3.215523,2.558566,7.180611,2.874334,9.784359,5.423262,7.009391,10.61551,8.108772,6.256806,6.120749,6.603767,3.658968,4.681735,2.558566,8.913965,4.107082,2.558566,2.558566,2.558566,4.162612,3.430446,4.712575,2.558566,12.33865,2.87102,2.558566,13.02608,2.558566,5.725667,3.65302,2.827739,7.393171,2.558566,4.258794,7.236627,2.736549,2.558566,6.888423,2.558566,3.222144,4.619035,5.133252,2.558566,2.558566,5.119493,3.11246,2.558566,4.466192,2.558566,3.873358,5.943783,2.558566,2.740151,2.558566,2.797375,3.795431,2.558566,2.558566,3.367125,3.070461,2.558566,2.558566,2.558566,2.941996,2.558566,2.558566,6.138887,2.558566,5.946856,2.558566,0
1878579,4.862435,4.858533,4.84212,11.0696,7.837018,6.523491,10.78928,7.147016,9.556785,8.147396,12.04082,4.989582,8.466263,7.934454,6.04334,6.174617,12.29501,4.201849,3.63938,3.690416,7.468128,5.718687,3.506441,3.948648,10.35295,4.278954,1.224594,4.431883,1.627958,2.641657,2.826131,6.970204,1.224594,9.908596,4.272893,6.614244,10.40528,8.093932,6.294431,4.870046,6.132428,3.166623,4.604177,2.378615,9.046976,3.501687,1.686235,2.101608,1.224594,4.29227,1.890822,3.979216,1.224594,12.0784,2.612109,1.814031,12.99102,1.970683,5.348984,3.521707,1.224594,7.741698,1.224594,3.78342,7.082932,2.091071,1.451055,6.603907,2.008272,2.936278,4.519984,5.269236,1.791216,1.987104,4.141257,1.654852,1.224594,4.45199,1.224594,3.288674,5.805637,1.224594,3.291373,1.224594,1.224594,2.611444,2.47758,1.224594,2.879371,1.224594,2.2101,2.367317,1.224594,1.224594,1.224594,1.224594,5.727855,1.421837,5.868309,1.224594,0
1878580,5.058563,5.172349,5.246855,10.48425,8.017523,6.403976,10.27464,6.373792,10.14099,8.139635,12.03895,5.131691,8.239778,7.826301,5.716017,5.022574,12.59396,4.14054,2.712384,4.338116,7.243843,5.430535,2.879709,2.693859,10.00418,4.153331,0.117079,3.720156,2.209314,2.962008,2.168108,7.225055,-0.2656204,9.512609,4.273996,5.395046,10.49985,7.992531,5.432093,6.284733,5.977513,2.559138,3.258856,2.765671,8.46441,3.814613,-1.324716,-1.324716,-0.5013996,3.685209,1.61008,4.450623,-0.2095574,11.9787,1.398089,0.7214077,12.87069,0.2657107,5.484873,4.290297,0.6288812,6.61191,0.6293496,3.688667,6.621987,3.145078,2.268076,6.24791,1.793143,2.377294,4.309839,5.309224,0.814218,1.735032,4.777881,2.262299,1.532204,3.601233,-1.324716,2.828735,5.502044,1.064398,1.539698,1.439095,1.274565,3.414242,0.3632953,-1.027525,2.821816,0.5347601,0.7134606,2.364333,-1.114471,1.800456,1.535096,-1.324716,5.949808,2.090632,5.816794,-0.28644,0
1878581,5.229189,5.00925,4.458848,10.91897,7.877576,6.101659,10.9649,7.193855,9.736436,8.249339,12.13007,4.727832,8.376726,8.109805,6.306505,5.277753,12.23828,3.025758,2.473635,3.987424,7.006839,4.241266,0.5406829,2.140235,10.57308,3.676832,1.342055,4.05202,0.5406829,1.402229,1.003374,6.552582,0.5406829,9.531606,2.119232,5.360779,10.37531,8.206052,6.575319,4.375709,6.125537,2.824322,1.788103,2.809842,8.769368,1.841924,1.185056,0.5406829,0.5406829,3.446357,0.8205342,3.977103,0.5406829,12.01135,2.230409,0.5406829,12.65114,0.5406829,5.443083,3.079551,1.005058,8.436194,0.5406829,1.077774,6.854302,1.607339,0.5406829,6.283491,2.533399,2.922667,4.292313,4.884749,0.5406829,1.483231,4.343472,2.480495,0.5406829,3.085725,0.5406829,2.777597,5.336249,0.5406829,0.5406829,1.046949,0.5406829,1.134246,0.5406829,0.5406829,2.952537,1.559901,2.21459,1.496854,0.5406829,1.712666,1.948194,0.5406829,5.058529,0.5406829,5.221025,0.6938771,0
1878582,4.490419,5.030105,4.816213,11.29047,8.053246,6.720639,11.06775,7.143103,9.461346,8.316648,12.15347,4.902092,8.571003,7.925297,5.990779,5.647652,12.55927,3.986974,2.912603,4.123603,7.350726,5.048868,2.929559,2.561651,10.52853,3.935013,0.1417506,3.611407,1.026153,2.261032,1.342118,6.854134,0.02524845,9.984171,4.596375,6.238372,10.51326,8.053092,6.182231,5.250483,6.259964,3.129109,3.81407,2.119149,9.052139,3.543223,0.02524845,0.02524845,0.02524845,4.179394,0.4044265,4.156344,0.8136753,12.02691,2.370208,0.02524845,12.83244,0.02524845,5.113914,3.975822,1.122226,7.869391,2.269835,3.508049,6.644351,2.958107,1.137382,6.092936,1.784119,2.562674,4.705693,5.077934,0.02524845,1.667398,4.861987,2.04482,0.02524845,4.002056,0.02524845,3.999833,5.701102,0.02524845,2.497181,1.444076,1.674201,2.710221,2.543172,0.02524845,3.983062,0.02524845,1.633677,2.628131,0.02524845,2.477337,1.14125,1.632446,5.565059,1.948008,5.248096,0.02524845,0
1878583,4.492321,4.853607,4.915814,10.72782,7.946991,6.310796,10.50293,6.562191,9.589367,7.990292,12.01264,4.910042,8.329847,7.712371,5.782537,5.567412,12.36325,3.79373,3.376657,3.414687,7.28472,4.911711,2.550206,3.433612,9.882274,3.779685,1.005404,4.064121,1.789286,2.271502,2.743442,7.257389,1.005404,9.387204,4.021029,6.198645,10.61067,8.083953,5.49442,5.577951,6.035724,2.708647,3.21794,2.891405,8.326964,3.129833,1.005404,1.005404,1.56888,3.907455,1.005404,4.094904,1.005404,11.83208,1.13578,1.679034,12.66451,1.005404,4.776343,4.379684,1.840379,6.857577,1.005404,3.071486,6.611424,2.839766,2.594338,6.126169,2.644941,1.005404,4.37632,5.121213,2.6776,1.620014,4.694347,2.504412,1.996107,3.85373,1.005404,3.204281,5.479459,1.71484,1.005404,1.005404,1.005404,2.404828,1.005404,1.005404,3.469657,1.005404,1.005404,1.834076,1.005404,1.78011,1.494121,1.005404,5.647984,1.484018,5.581303,1.005404,0
1878584,4.919951,4.766962,5.431356,10.72046,8.150299,6.642813,10.35476,6.349999,10.01693,8.161773,11.98792,5.266562,8.468154,7.820251,5.989485,5.37464,12.96202,4.243473,3.948536,3.795869,7.950911,5.336084,2.480505,3.792074,9.944894,4.190997,1.678436,4.201597,2.367504,2.840135,3.047158,7.370265,2.976508,9.656545,5.150096,6.61356,10.71696,8.291381,5.670545,8.139653,6.036304,3.308411,3.865686,2.730336,8.453246,4.011222,0.5083355,0.5083355,0.5083355,4.184988,1.995765,4.437521,0.5083355,12.22984,2.441653,2.112345,13.02648,0.5083355,5.032161,4.617004,1.137334,6.383275,0.5083355,3.818653,6.315496,3.191858,2.460802,6.039341,2.930197,2.292744,4.494525,4.942724,2.491632,1.817495,4.680128,2.578146,2.697124,4.283317,1.157887,3.486446,5.620541,2.098012,1.597516,1.815548,2.084563,3.074484,2.680393,1.745021,3.168012,0.5083355,1.982093,1.688168,0.5083355,2.035564,0.5083355,0.7054258,5.465544,1.252473,5.769485,0.5083355,0
1878585,4.733094,5.024192,4.662015,10.95803,7.941642,6.16634,10.26402,6.799009,9.890958,8.050061,12.10763,4.696413,8.330454,7.972941,6.167676,5.344936,12.61341,3.488157,2.469125,3.779454,6.966868,5.030102,1.804595,2.409163,10.147,3.385391,0.8693918,4.04389,0.8693918,1.105212,1.545218,6.771974,0.8693918,9.982333,3.048229,5.392514,10.45419,7.88768,6.28562,5.405652,5.939365,2.90321,3.178633,1.594187,8.528201,1.719486,0.8693918,0.8693918,0.8693918,3.40301,1.433707,3.577771,0.8693918,11.71236,1.598198,0.8693918,12.41792,0.8693918,5.165203,3.691695,0.8693918,7.507768,0.8693918,2.610366,6.347493,2.532361,0.8693918,5.865086,1.448568,2.863398,4.633684,4.879143,0.8693918,0.8693918,4.438532,1.243038,0.8693918,3.459285,0.8693918,3.117548,5.25439,1.535863,1.436214,0.8693918,0.8693918,1.632114,0.8693918,0.8693918,2.960488,0.8693918,0.8693918,0.8693918,0.8693918,1.791132,0.8693918,0.8693918,5.208368,0.8693918,5.407338,0.8693918,0
