geo_accession,hsa-miR-1307-3p,hsa-miR-4783-3p,hsa-miR-8073,hsa-miR-4532,hsa-miR-6787-5p,hsa-miR-6861-5p,hsa-miR-1233-5p,hsa-miR-4675,hsa-miR-92a-2-5p,hsa-miR-6756-5p,hsa-miR-1228-5p,hsa-miR-6766-5p,hsa-miR-4758-5p,hsa-miR-6802-5p,hsa-miR-6769a-5p,hsa-miR-4419b,hsa-miR-6784-5p,hsa-miR-4428,hsa-miR-342-5p,hsa-miR-885-3p,hsa-miR-8059,hsa-miR-1238-5p,hsa-miR-3156-5p,hsa-miR-4727-3p,hsa-miR-663a,hsa-miR-320a,hsa-miR-191-5p,hsa-miR-4646-5p,hsa-miR-1246,hsa-miR-4299,hsa-miR-4515,hsa-miR-197-5p,hsa-miR-6073,hsa-miR-4730,hsa-miR-6717-5p,hsa-miR-614,hsa-miR-6816-5p,hsa-miR-6858-5p,hsa-miR-211-3p,hsa-miR-6131,hsa-miR-6887-5p,hsa-miR-3682-3p,hsa-miR-6839-5p,hsa-miR-23b-3p,hsa-miR-642b-3p,hsa-miR-320b,hsa-miR-130a-3p,hsa-miR-103a-3p,hsa-miR-107,hsa-miR-6822-5p,hsa-miR-654-5p,hsa-miR-4498,hsa-miR-4514,hsa-miR-4734,hsa-miR-4261,hsa-miR-17-3p,hsa-miR-6729-5p,hsa-miR-4317,hsa-miR-3652,hsa-miR-4732-5p,hsa-miR-146a-5p,hsa-miR-6757-5p,hsa-miR-320e,hsa-miR-4489,hsa-miR-7847-3p,hsa-miR-3934-5p,hsa-miR-4700-5p,hsa-miR-4298,hsa-miR-23a-3p,hsa-miR-8060,hsa-miR-6742-5p,hsa-miR-483-5p,hsa-miR-15b-5p,hsa-miR-3137,hsa-miR-3151-5p,hsa-miR-4538,hsa-miR-320d,hsa-miR-6748-5p,hsa-miR-3617-5p,hsa-miR-6760-5p,hsa-miR-1343-3p,hsa-miR-4652-5p,hsa-miR-3605-5p,hsa-miR-25-3p,hsa-miR-4436b-3p,hsa-miR-320c,hsa-miR-4300,hsa-miR-140-3p,hsa-miR-4259,hsa-miR-221-3p,hsa-miR-423-3p,hsa-miR-185-5p,hsa-miR-15a-5p,hsa-miR-505-5p,hsa-miR-6728-5p,hsa-miR-222-3p,hsa-miR-4690-5p,hsa-miR-22-3p,hsa-miR-1247-3p,hsa-miR-126-3p,breast cancer
1876422,7.826695,9.315201,6.367992,14.32252,9.210176,7.909871,11.83945,10.2466,5.91683,9.182519,11.57599,6.28082,9.406229,9.835034,7.529805,6.650546,10.92472,5.573895,5.764355,7.624647,9.89968,7.169341,4.972362,5.320545,11.31343,5.497998,3.582417,5.83546,3.582417,3.582417,6.169986,8.282552,3.582417,7.479268,5.001035,9.827944,10.17184,9.510357,7.926854,5.615549,7.627027,3.582417,5.863466,3.975536,9.252629,4.63724,3.582417,3.582417,3.582417,4.951156,3.582417,6.623232,3.582417,13.05586,4.189641,3.582417,11.70277,3.582417,6.150068,4.896725,3.582417,9.070958,3.582417,3.582417,7.775099,3.582417,3.582417,7.199393,3.582417,3.698235,5.674643,6.062207,4.035541,3.582417,5.351907,3.582417,3.582417,4.198028,4.315975,4.112771,6.242466,3.929103,3.582417,3.582417,3.582417,3.582417,3.582417,3.582417,3.582417,3.582417,3.582417,4.234703,3.582417,4.704361,3.582417,3.582417,7.154765,3.582417,6.801705,3.582417,1
1876425,8.651167,9.051309,6.796376,13.71886,9.09567,8.22059,12.71636,9.680874,6.163979,9.372245,11.52432,7.142961,9.674661,9.482056,8.232529,9.25463,11.40472,5.779784,7.163794,7.315784,10.72532,6.996738,4.981798,5.869359,11.41315,6.456288,4.625125,6.332708,4.625125,4.625125,6.80784,8.912012,4.625125,6.919771,5.898724,10.67681,10.13916,9.381266,7.986408,7.831845,7.114297,4.625125,5.494138,4.625125,9.769226,4.625125,4.625125,4.625125,4.625125,5.151683,5.484043,6.548205,4.625125,13.71444,4.789193,4.755992,11.7302,4.625125,6.903693,4.625125,6.144248,9.573069,4.625125,5.982054,8.271793,5.586442,4.625125,8.072344,4.734532,4.625125,6.394316,7.225179,4.625125,4.625125,5.970888,4.625125,5.415082,4.839106,4.956849,4.625125,6.87229,4.625125,5.721526,4.625125,4.625125,4.625125,4.625125,4.625125,4.625125,4.625125,5.269758,4.625125,4.625125,4.625125,4.625125,4.625125,7.451211,4.625125,6.838446,4.625125,1
1876427,9.11246,8.549548,7.190443,13.31739,9.162703,8.13832,12.60987,9.116076,7.157032,9.146692,11.68525,7.135191,9.40736,9.284048,7.48574,6.383866,11.58048,5.48984,6.595322,7.62071,10.8988,7.246783,5.692242,5.789833,11.42711,5.526016,4.359434,4.359434,4.359434,4.359434,5.902624,8.459699,4.359434,7.607823,6.412592,10.49402,10.40069,9.209786,7.524302,8.241818,6.950593,4.359434,5.786696,4.359434,9.866508,4.359434,4.359434,4.359434,4.359434,5.234739,5.306889,6.482221,4.359434,13.7509,4.359434,4.359434,12.08199,4.359434,6.103473,4.799557,5.162806,8.590204,4.359434,4.359434,7.895773,5.032458,5.23011,7.067797,4.359434,4.359434,5.613167,6.825383,4.359434,4.359434,6.479845,4.359434,4.359434,5.259191,7.009279,4.359434,6.526051,4.359434,4.359434,4.359434,4.359434,4.359434,4.359434,4.359434,5.267047,4.359434,5.418115,4.359434,4.359434,4.359434,4.359434,4.359434,6.634161,4.359434,6.894702,4.359434,1
1876428,9.435894,9.556254,7.449193,14.16441,9.247772,8.091199,12.78285,9.899,6.950449,9.219628,11.56322,7.637816,9.814656,9.500597,7.653255,7.349282,11.22188,5.249074,7.484458,7.812534,10.77719,7.648729,6.224585,5.249074,11.35186,7.288278,5.249074,5.643388,5.249074,5.847174,7.112166,8.577226,5.249074,6.990635,5.908572,10.58817,10.01363,9.266499,7.677432,7.072456,7.403837,5.249074,6.890171,5.249074,9.263946,5.249074,5.249074,5.249074,5.249074,5.967843,5.249074,7.523751,5.249074,14.03565,6.169147,5.249074,11.53179,5.249074,7.28905,5.249074,5.249074,9.244727,5.249074,5.249074,7.867959,5.249074,5.249074,7.834055,5.249074,5.249074,7.026914,7.153183,5.249074,5.249074,6.666159,5.249074,5.249074,5.249074,5.249074,5.249074,6.753559,5.249074,5.481161,5.356565,5.249074,5.249074,5.249074,5.249074,5.249074,5.249074,6.362895,5.249074,5.249074,5.623564,5.249074,5.249074,6.86469,5.249074,7.179163,5.383349,1
1876429,8.458979,8.897826,7.310657,13.47416,9.067359,7.822359,12.17858,9.646892,6.777309,8.941297,11.46905,7.30409,9.44589,9.475896,7.406001,6.572012,10.91225,4.900198,5.46495,7.922493,10.2889,7.302899,5.269065,4.900198,11.71793,5.941048,5.930891,5.643882,4.900198,4.900198,6.45507,8.459527,4.900198,7.72467,4.900198,10.06068,10.41739,9.523072,7.924818,4.900198,6.801843,6.13866,4.900198,6.078423,9.610331,4.900198,7.773049,4.900198,4.900198,4.900198,4.900198,7.238642,4.900198,13.48168,4.900198,4.900198,11.92685,4.900198,6.943746,4.900198,6.064599,8.849014,5.003229,4.900198,7.206284,4.900198,4.900198,7.126389,4.900198,4.900198,6.228347,7.729619,5.927429,4.900198,5.95753,4.900198,4.900198,4.900198,4.900198,4.900198,6.894552,4.900198,4.900198,4.900198,4.900198,4.900198,5.949875,4.900198,4.900198,4.900198,4.900198,5.24888,4.900198,4.900198,4.900198,4.900198,7.319453,4.900198,6.844569,4.900198,1
1876430,8.62834,8.987145,6.677789,13.39477,9.119116,8.459085,13.03032,9.101669,6.84856,9.276014,11.61792,6.462427,9.486643,9.575501,7.934435,7.384927,11.26322,6.53327,6.520103,7.736795,10.2699,8.194096,5.648448,6.321467,12.1352,5.767601,4.885737,6.383631,4.885737,4.885737,6.544771,8.918372,5.00032,7.289967,5.456355,10.06361,10.5575,9.746377,8.527939,5.123886,7.704919,5.469916,6.011527,4.885737,10.88945,5.741106,4.885737,4.885737,4.885737,4.885737,4.885737,6.43505,4.885737,13.37835,4.885737,4.885737,11.84442,4.885737,6.347165,6.401226,5.305252,9.12324,4.885737,6.53517,7.735546,4.885737,5.39962,6.899849,4.885737,4.885737,4.998734,5.849384,4.885737,4.885737,4.885737,5.146431,4.885737,5.55448,4.885737,5.96484,6.91066,5.302938,4.885737,4.885737,6.024,4.885737,4.885737,4.885737,4.885737,5.014098,4.885737,5.38285,4.885737,4.885737,4.885737,4.885737,7.428623,4.885737,7.347972,4.885737,1
1876431,8.92551,8.95489,7.692006,13.68114,9.258071,8.388326,13.16057,9.884966,6.716098,9.086298,11.27663,7.123754,9.710924,9.515924,8.130558,7.179017,11.2784,6.907492,7.015143,7.657492,11.3002,7.562632,5.602332,6.009426,11.28449,6.808817,5.00992,7.716546,6.83781,4.858315,7.273534,8.967578,4.858315,6.674643,7.325998,11.1594,9.882227,9.177098,7.354736,10.30581,7.070906,5.534374,6.08268,6.243883,10.19914,4.858315,4.858315,4.858315,4.858315,5.352202,5.242754,6.726106,4.858315,13.42728,4.858315,4.858315,11.34557,4.858315,6.705547,6.470375,4.858315,9.15295,5.031593,4.858315,7.828892,5.185905,4.858315,7.662834,6.218009,4.858315,6.109984,6.882012,4.858315,4.858315,6.44156,4.858315,4.858315,4.858315,5.687685,4.858315,6.844098,4.858315,6.033146,4.858315,4.858315,4.858315,4.858315,4.858315,4.858315,4.858315,5.064257,5.217314,4.858315,4.858315,4.858315,4.858315,6.819981,5.061505,7.068601,4.858315,1
1876432,8.828325,9.247807,7.138846,14.01279,9.262071,7.714129,11.55853,9.719329,6.097628,9.025363,11.37166,6.50563,9.87314,9.504949,7.490557,6.476739,11.07475,4.765796,6.08762,7.736992,9.720988,6.520375,5.748676,4.561893,11.01156,6.509514,4.51882,5.4516,3.969992,3.969992,6.177142,8.032904,3.969992,6.86649,5.204349,9.954149,9.85939,8.873736,7.311877,6.074224,6.520288,3.969992,5.979478,3.969992,9.195436,5.025543,4.536998,3.969992,3.969992,4.903919,5.113027,6.127535,3.969992,13.96465,4.686546,3.969992,11.28867,3.969992,6.364952,3.969992,5.09877,8.530272,3.969992,3.969992,7.48897,4.47483,3.969992,7.019691,3.969992,3.969992,6.576679,6.164112,3.969992,4.572248,6.421663,3.969992,3.969992,3.969992,3.969992,4.397999,6.243155,3.969992,5.09392,3.969992,3.969992,3.969992,3.969992,3.969992,3.969992,3.969992,6.092542,3.969992,3.969992,3.969992,3.969992,3.969992,6.619621,3.969992,6.269925,3.969992,1
1876433,8.653539,8.289276,7.396927,12.97289,9.168592,8.27291,13.12131,9.431019,8.55323,9.22113,11.49701,6.708343,9.497374,9.506471,7.981446,7.431126,11.56095,6.228855,6.046627,6.951695,10.58491,7.550253,5.170207,6.169464,12.21766,6.106733,5.64707,6.541167,8.497256,6.807253,6.258527,8.77074,6.009074,7.134123,7.12797,10.30028,10.27317,9.496036,8.278741,11.78364,7.279465,4.136631,5.418593,4.491005,11.09404,5.314882,3.709752,3.709752,3.709752,5.90678,4.377736,6.025472,3.709752,13.25403,3.709752,3.709752,11.94921,3.709752,6.263172,7.385329,4.198602,8.816408,3.709752,4.894668,7.522293,5.323817,3.709752,7.62044,4.499386,4.564417,6.092231,6.295188,3.709752,3.709752,6.121191,4.653121,3.709752,5.267386,5.185636,3.709752,6.897239,3.709752,3.824098,3.709752,3.709752,4.315241,3.709752,3.709752,4.914972,3.709752,3.709752,3.709752,3.709752,3.709752,3.709752,3.709752,7.238264,4.136532,7.083378,3.709752,1
1876437,7.976727,8.182042,6.681544,11.48957,8.81449,8.023083,14.3661,9.648237,7.370079,9.088114,11.19693,7.10176,9.14889,9.61805,8.488135,8.002008,11.09756,6.322974,7.399783,6.876021,11.25663,8.610762,6.587926,6.198913,11.69451,7.820816,5.76419,7.099012,6.280653,5.512171,7.238209,9.724701,5.537535,6.876842,7.670381,10.86615,10.20427,9.204664,7.165377,9.873016,7.451656,5.153812,6.406992,5.153812,10.46536,6.957845,5.868847,5.861889,5.153812,6.265496,6.759751,6.677081,5.153812,12.03152,5.153812,5.517039,11.96738,5.153812,7.042844,6.194039,5.153812,9.979075,5.535456,5.153812,8.066036,7.117609,5.153812,8.161922,6.018607,5.153812,5.329066,7.638129,5.153812,5.153812,6.648128,5.153812,5.67757,5.258746,5.153812,5.153812,7.437753,5.153812,5.973876,5.153812,5.153812,6.163451,5.153812,5.153812,5.153812,5.93868,7.039091,5.574846,5.153812,5.153812,5.153812,6.074736,6.881017,6.282147,7.116669,5.153812,1
1876438,8.362527,8.715057,6.524507,13.0686,8.88969,7.994096,12.5294,8.705749,6.518305,8.966114,11.22352,6.520959,9.233538,9.583158,7.940629,6.843915,11.07047,5.893493,6.764204,7.596736,11.13369,7.279953,5.368077,5.908677,10.95307,6.531178,5.368077,6.188167,5.368077,5.368077,7.109949,8.298076,5.368077,6.563161,6.551023,10.6964,10.13062,8.872195,7.297363,8.227395,6.996683,5.368077,5.473907,5.368077,9.513054,5.368077,5.368077,5.368077,5.368077,5.368077,5.656935,6.265509,5.368077,13.09996,5.368077,5.368077,11.62361,5.368077,6.456503,5.368077,5.781938,8.824657,5.368077,5.368077,7.287238,5.368077,5.368077,6.831664,5.368077,5.368077,5.368077,6.641273,5.368077,5.368077,6.076696,5.368077,5.368077,5.730602,6.274635,5.368077,6.560556,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,5.368077,6.853513,5.368077,7.186925,5.368077,1
1876439,9.110463,9.07073,7.105684,13.87262,9.545561,8.374212,12.52688,9.409822,7.25053,9.072962,11.35774,7.086908,9.602736,9.265676,8.062492,7.484771,11.46551,6.637128,7.27875,7.38699,11.3632,7.279568,6.448682,6.448682,11.58303,7.154943,6.448682,7.506462,6.448682,6.448682,7.584065,8.615336,6.448682,7.791993,7.754294,11.37604,10.22999,8.815495,7.555536,10.05455,7.465725,6.448682,6.448682,6.448682,9.621267,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,14.06859,6.448682,6.448682,11.86033,6.448682,7.576995,6.448682,6.448682,8.715951,6.448682,6.448682,7.483993,6.448682,6.448682,7.378098,6.448682,6.448682,6.448682,6.795479,6.448682,6.448682,7.300345,6.448682,6.448682,6.448682,6.448682,6.448682,7.947632,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.448682,6.780696,6.448682,7.633996,6.448682,1
1876441,8.261886,9.020363,6.867811,13.22965,8.8639,7.799739,12.60262,9.505303,6.545929,9.055809,11.58312,6.856252,9.479034,9.788122,7.859553,7.000298,10.89849,5.273798,6.494854,7.403046,9.982739,7.816483,5.208913,5.828532,11.55127,5.265238,4.676319,5.917016,4.676319,4.676319,5.847166,8.517013,4.676319,7.313225,5.315625,10.28351,10.33819,9.272007,8.053853,5.633604,7.868613,5.44141,6.628678,5.563299,9.639193,5.06565,4.676319,4.676319,4.676319,5.025161,4.676319,7.572459,4.676319,13.60627,4.676319,4.676319,11.69923,4.676319,6.480312,5.798596,5.037726,9.690107,4.676319,6.575668,8.078124,4.676319,5.154673,7.278676,4.676319,4.676319,6.055636,6.142582,6.002546,4.676319,5.530968,4.676319,4.676319,4.872269,5.341514,6.31323,5.975209,5.312415,5.059686,4.676319,5.489339,4.676319,5.362379,4.676319,6.589792,4.676319,5.826612,5.343004,4.676319,4.676319,4.676319,4.676319,6.908719,4.676319,7.071292,4.779871,1
1876442,10.05067,9.406485,7.757532,14.14914,9.295083,8.570689,12.36004,9.273005,6.644682,8.939384,11.43227,7.23679,10.2491,9.071097,8.341068,7.071959,11.88686,6.575626,6.447039,7.381054,10.97095,7.368926,5.591968,5.527017,10.86457,5.688429,3.461674,6.980038,7.309323,5.42812,6.953944,8.459134,5.287458,6.532946,6.672827,11.03927,9.988242,8.297955,6.856681,10.781,6.71462,5.235291,5.821853,4.321413,9.164152,3.461674,3.461674,3.461674,4.359724,5.947366,4.023141,6.158981,3.461674,14.53496,5.187016,5.103059,11.18381,3.461674,6.082951,6.501731,3.461674,8.602516,3.461674,4.704587,7.403601,5.268136,3.461674,6.886987,5.313814,3.461674,6.368166,6.134519,3.461674,3.461674,6.673361,3.461674,3.461674,3.637383,5.353824,3.461674,6.512082,5.233979,4.983802,3.461674,3.461674,3.461674,3.461674,3.461674,4.839079,3.461674,4.558323,3.461674,3.461674,3.461674,3.461674,3.461674,6.904985,3.786007,6.345094,3.461674,1
1876443,9.667789,9.42463,7.697715,13.60557,9.151859,8.507047,12.43994,9.619081,6.171601,8.990767,11.1239,7.687047,9.625951,9.562809,8.643785,7.431579,11.00726,7.086347,7.540524,6.75552,11.61379,7.410596,6.513517,6.257093,11.6269,6.103763,5.383379,7.073891,5.383379,5.626012,8.325272,8.228059,5.383379,6.761471,7.259179,11.57847,10.1223,9.101726,7.849741,9.835989,7.911017,6.060251,6.918192,5.383379,9.891436,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,6.390237,5.383379,14.17218,5.701363,5.674517,11.5556,5.383379,7.273842,5.383379,5.779028,9.079395,5.383379,5.383379,7.754431,5.946977,5.383379,7.09106,5.383379,5.383379,6.207572,7.401483,5.383379,5.383379,6.966552,5.383379,5.383379,5.383379,6.66509,5.383379,7.317029,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,5.383379,7.066958,5.383379,7.711395,5.383379,1
1876446,9.411946,9.189084,7.568458,14.64995,9.329148,8.074501,13.05857,9.068426,7.382524,9.04256,11.32305,6.767673,9.547912,9.060324,7.85148,6.486579,11.89754,6.552409,6.173577,7.95335,10.41628,7.659089,5.827558,5.709995,11.25708,11.17446,9.906861,6.156466,8.632508,4.29292,5.861656,9.443964,5.654534,6.290354,6.326698,10.28128,9.834629,8.983858,6.715836,10.48557,6.969475,4.29292,6.251458,11.40507,9.827603,10.95305,5.630999,6.107988,5.943279,5.162959,4.29292,7.19614,4.29292,13.51656,4.29292,5.599087,11.34434,8.095181,5.810269,7.302352,4.29292,8.779539,9.851469,4.618586,7.668474,4.29292,5.723542,6.815964,11.20411,4.29292,7.206424,5.575893,6.632081,4.29292,5.806595,5.991331,10.11314,4.29292,4.29292,4.29292,6.718495,4.29292,4.29292,4.29292,8.793328,10.55753,4.29292,9.057324,4.931933,4.29292,7.791055,7.631226,4.506157,4.29292,4.29292,4.29292,6.787583,10.34962,6.399382,4.29292,1
1876447,8.798788,8.742432,6.407903,13.44173,8.493637,7.33468,11.98914,9.190237,6.97578,8.74156,11.50124,6.135187,9.775502,8.889709,6.943568,6.377876,11.59009,3.171973,5.473711,6.703497,8.534628,6.604729,4.816331,3.171973,11.55339,5.21184,3.171973,3.289554,3.171973,3.171973,5.25056,8.026961,3.171973,7.83203,3.171973,9.599953,10.4692,8.652189,6.979382,4.924638,6.018465,3.171973,3.835064,3.171973,8.984439,3.171973,3.601478,3.171973,3.171973,3.60756,3.690561,6.220915,3.171973,13.57465,3.171973,3.171973,11.98327,3.171973,6.147271,3.171973,4.385433,9.635797,3.171973,3.171973,7.427139,3.171973,3.171973,6.838766,3.171973,3.171973,5.206487,5.930301,3.171973,3.171973,5.45938,3.171973,3.171973,3.315279,3.739741,3.288026,6.028573,3.171973,3.171973,3.171973,3.171973,3.171973,3.171973,3.171973,3.758174,3.65537,3.171973,3.850071,3.171973,3.171973,3.171973,4.128173,6.869853,3.171973,6.417114,3.171973,1
1876449,9.989674,9.720611,8.328921,14.32419,9.259361,8.550528,12.63676,9.643961,6.955666,9.045292,11.48776,7.615291,10.14192,9.422596,8.565477,7.555025,11.19962,7.162857,7.423283,7.564159,11.38141,7.36508,6.822544,6.53939,12.05401,6.990378,5.642411,7.355703,7.984361,6.247807,7.128772,8.653646,6.003695,6.894859,7.55075,11.30388,10.20572,9.002593,7.819715,11.5546,7.237004,5.542378,6.98566,6.539434,10.25613,6.096697,5.492428,5.505846,5.805237,6.429161,6.250377,6.898808,5.555447,14.53277,4.849857,6.375146,11.77352,4.849857,6.901832,7.230261,6.173993,8.312667,5.091694,4.849857,7.544212,6.421509,5.15193,7.844457,4.996754,4.849857,6.071479,7.018285,4.849857,5.700058,6.942023,5.186492,5.658722,5.319484,5.743031,4.849857,7.084537,5.192897,4.849857,4.849857,4.849857,5.041782,5.642244,5.198686,5.028844,5.52883,6.670218,4.849857,4.849857,5.775318,4.849857,5.816204,6.854116,5.122001,7.646093,4.849857,1
1876450,9.499095,9.755453,7.715518,14.13907,9.315679,8.373251,12.82136,9.970511,6.742391,9.161421,11.5001,7.569058,10.11715,9.412952,8.04319,6.968566,11.1195,6.413785,7.377382,7.426343,10.85919,7.482517,6.761773,5.230937,11.81869,7.103499,5.915421,6.691458,5.230937,5.230937,8.103188,8.604082,5.230937,7.700029,7.079064,11.22763,10.05243,8.92186,7.324622,8.487699,7.261721,5.230937,6.890751,5.230937,10.05679,5.526927,5.230937,5.230937,5.230937,5.230937,6.768939,6.703307,5.230937,14.01056,5.230937,5.230937,11.95214,5.230937,6.883712,5.230937,5.704752,9.100424,5.230937,5.230937,7.407312,5.619886,5.230937,8.205009,5.230937,5.230937,5.892439,7.221695,5.230937,5.230937,6.653331,5.230937,5.230937,5.230937,5.230937,5.230937,7.311944,5.230937,5.533289,5.230937,5.230937,5.230937,5.230937,5.230937,5.230937,5.230937,6.56257,5.57454,5.230937,5.230937,5.230937,5.230937,6.715559,6.063294,7.495308,5.230937,1
1876451,9.026791,9.615182,7.413162,14.19006,9.1558,7.49616,11.33785,9.904745,6.584494,8.843839,11.70982,6.316394,10.03832,9.293407,7.456049,5.922248,11.17889,3.975824,6.317208,7.436572,8.894213,6.500607,5.40119,4.906225,11.81009,5.943262,3.963696,5.110977,3.730469,4.202067,6.065189,7.976204,3.730469,7.870133,4.90657,9.55444,10.34342,9.230529,7.447656,5.209355,6.692977,3.730469,6.289358,3.730469,8.987602,3.730469,3.730469,4.336962,3.923238,4.766737,3.730469,6.037952,3.730469,14.14164,4.734531,3.730469,11.99352,3.730469,6.532323,3.937694,5.598642,8.573071,3.730469,3.730469,7.373176,4.973449,3.730469,7.363951,4.014637,3.730469,5.531408,6.671328,3.730469,4.233882,6.494867,3.730469,3.730469,3.961132,3.730469,3.730469,6.412433,3.730469,4.894009,3.730469,3.730469,3.730469,3.730469,3.730469,3.730469,4.001415,4.956706,3.730469,3.730469,4.344901,3.730469,3.730469,6.447605,4.864998,6.927025,3.730469,1
1876452,9.928274,9.594193,7.964289,15.1328,9.74538,8.932371,11.90529,9.65484,6.630105,9.398339,11.26184,7.530266,10.10608,9.35355,8.216074,6.511883,11.62426,6.470329,6.424425,7.067598,11.22106,6.778026,4.843435,6.787465,11.27875,5.764495,5.448585,7.04218,8.034492,4.974919,7.66808,8.068832,4.996778,7.177028,7.826114,11.13519,9.828807,8.770452,7.392563,11.26138,7.205342,4.843435,6.402212,4.843435,9.518204,4.843435,4.843435,4.843435,4.843435,6.036942,5.234835,6.287727,4.843435,14.53905,4.843435,5.395676,11.70415,4.843435,5.801049,6.631434,4.843435,8.320494,4.843435,4.843435,7.285798,5.071134,4.843435,7.383722,5.943591,4.843435,6.408765,6.213711,4.843435,4.843435,6.499529,4.843435,4.843435,5.235786,5.52864,4.843435,6.885814,5.502134,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,4.843435,6.341587,5.806391,7.585681,4.843435,1
1876454,9.472902,9.797751,7.769321,13.70424,9.922887,8.797158,13.30747,10.03412,6.716614,9.187538,11.49316,7.483014,10.00774,9.432096,8.483039,7.876941,11.36433,6.335296,7.401103,7.255643,11.54405,8.364715,6.459551,6.227934,12.38959,7.307403,5.211131,7.363722,7.855464,5.763649,7.886582,8.758467,5.64792,7.422225,7.593136,11.65319,10.18517,9.121186,7.9856,11.14198,7.473139,5.812257,6.775985,6.684639,10.53423,6.230626,5.199611,4.239531,5.153188,5.045615,6.215856,7.44452,4.239531,13.70055,5.975591,5.67372,11.79579,4.239531,6.996679,6.973238,6.387982,9.486971,5.144895,6.682405,7.428506,6.353793,4.239531,7.912504,5.158782,4.239531,7.309626,7.41993,5.786234,4.239531,6.801387,4.239531,4.239531,4.577178,6.783372,4.604179,7.784007,4.339854,4.63207,4.239531,4.239531,4.684695,4.402104,4.239531,6.747636,5.931314,6.297472,5.305255,4.239531,5.209276,4.239531,5.429673,7.114298,6.708485,7.560956,4.239531,1
1876455,9.32481,9.692487,7.641259,13.6208,8.972921,8.669937,13.57547,8.919545,7.17508,8.690414,11.3016,6.991399,9.87291,9.393661,8.024521,7.245344,11.15264,5.835003,7.381334,7.237615,10.74032,8.338442,6.235185,6.186605,11.8528,6.655315,5.315218,5.315218,5.315218,5.315218,6.402428,9.126375,5.315218,7.102697,7.165116,11.17147,10.41963,8.943113,8.050933,7.55062,6.85518,5.315218,6.960677,5.315218,10.25503,5.315218,5.315218,5.315218,5.315218,5.315218,5.315218,6.89875,5.315218,13.91825,5.315218,5.315218,11.99937,5.315218,6.833404,5.315218,5.315218,9.682043,5.315218,5.315218,7.894398,5.782133,5.315218,7.142856,5.786483,5.315218,5.315218,7.387599,5.315218,5.315218,6.540889,5.315218,5.315218,5.559978,5.656871,5.315218,7.026809,5.315218,5.315218,5.315218,5.315218,5.315218,5.315218,5.315218,5.315218,5.315218,5.697119,5.315218,5.315218,5.315218,5.315218,5.315218,6.422799,5.315218,6.725181,5.315218,1
1876457,9.208461,8.700366,7.715806,13.58448,9.678354,8.790678,12.18102,9.428689,7.698641,9.506317,11.24449,7.692463,9.436099,9.657087,8.714071,7.250899,11.43125,6.832725,6.817825,7.571688,11.51425,7.35491,5.425708,6.791033,11.40778,6.232268,4.745716,7.29641,7.103371,5.114224,7.282258,8.253917,5.901222,6.879271,8.210658,11.0328,9.826101,8.765423,7.616069,11.46845,7.328688,5.120202,6.326561,4.576185,10.05558,5.735277,4.576185,4.576185,4.576185,6.546131,4.576185,6.376895,4.576185,13.58908,4.576185,4.576185,11.56358,4.576185,6.235785,6.388835,4.576185,8.540229,4.576185,5.593409,7.373259,5.53162,4.576185,7.469372,4.576185,4.576185,6.605101,6.161445,4.576185,4.576185,7.30785,4.576185,4.576185,6.226102,6.01273,4.576185,6.929606,4.576185,5.313666,4.576185,4.576185,4.576185,4.576185,4.576185,4.576185,4.576185,4.960922,4.576185,4.576185,5.026184,4.576185,4.576185,6.894965,6.181767,7.809325,5.58499,1
1876458,9.743966,9.688868,6.989293,14.67,8.747888,8.423214,12.66583,9.867255,6.433856,8.984344,11.3725,6.964054,9.865492,9.501333,8.167421,7.277768,11.28684,6.311568,6.952988,7.011085,10.7884,7.282377,6.443474,5.949896,12.05076,6.564017,4.633382,6.549066,5.320974,4.782463,7.417752,8.673564,5.039748,7.483419,6.367856,10.74679,10.27001,9.208121,7.747385,8.838078,7.342393,4.633382,6.387019,5.722853,10.20084,6.075718,4.633382,4.633382,4.633382,4.778801,5.562018,5.99263,4.633382,13.71842,4.633382,5.0929,11.77256,4.633382,5.863124,5.11189,5.250615,9.179044,4.769109,5.011816,8.04215,4.835232,4.633382,7.525435,5.852173,4.633382,5.719256,6.741872,5.748504,4.633382,6.537045,4.633382,4.926224,5.639016,6.095614,4.831766,7.281929,4.633382,4.633382,4.633382,4.633382,4.633382,4.633382,4.633382,4.772371,4.633382,6.470819,6.317989,4.633382,5.119653,4.633382,4.633382,6.842079,5.542339,6.945092,4.786957,1
